"Kanji";"Hiragana";"English"
"こぼれる";"こぼれる";"to spill, to fall out of, to overflow, to peek through, to become visible (although normally not), to escape (of a smile, tear, etc.)"
"細かい";"こまかい";"small, fine, minute, minor, trivial, sensitive, attentive"
"ごみ";"ごみ";"rubbish, trash, garbage, refuse"
"~こむ";"~こむ";
"ゴム";"ゴム";"gum, rubber, eraser, condom"
"米";"こめ";"metre, meter, meter (i.e. a gauge), gauge"
"ごめん";"ごめん";"your pardon, declining (something), dismissal, permission"
"ごめんください";"ごめんください";"may I come in?"
"ごめんなさい";"ごめんなさい";"I beg your pardon, excuse me"
"小屋";"こや";"hut, cabin, shed, (animal) pen"
"ごらく";"ごらく";"pleasure, amusement"
"これ";"これ";"this (indicating an item near the speaker, the action of the speaker, or the current topic), this person (usu. indicating someone in one's in-group), now, here, I (me), certainly"
"コレクション";"コレクション";"collection, correction"
"これら";"これら";"these"
"ころ";"ころ";"time, around, about, toward, suitable time (or condition), time of year, season"
"殺す";"ころす";"to kill"
"こん";"こん";"navy blue, deep blue"
"今~";"こん~";
"今回";"こんかい";"now, this time, lately"
"コンクール";"コンクール";"contest"
"コンクリート";"コンクリート";"concrete"
"今後";"こんご";"from now on, hereafter"
"コンサート";"コンサート";"concert"
"コンセント";"コンセント";"electrical outlet (concentric plug), consent, concentric"
"今度";"こんど";"now, this time, next time, another time"
"こんな";"こんな";"such (about something/someone close to the speaker (including the speaker), or about ideas expressed by the speaker), like this"
"こんなに";"こんなに";"so, like this, in this way"
"こんなん";"こんなん";"difficulty, distress"
"こんにちは";"こんにちは";"hello, good day (daytime greeting)"
"こんばんは";"こんばんは";"good evening"
"コンピューター";"コンピューター";"computer"
"こんらん";"こんらん";"disorder, chaos, confusion, mayhem"
"差";"さ";"difference, variation"
"さあ";"さあ";"come, come now"
"サークル";"サークル";"circle, club (e.g. company sports club)"
"サービス";"サービス";"service, support system, goods or services without charge"
"際";"さい";"edge, brink, verge, side"
"再~";"さい~";
"最~";"さい~";
"~さい";"~さい";
"~祭";"~さい";
"在学";"ざいがく";"in school"
"最近";"さいきん";"latest, most recent, nowadays"
"最後";"さいご";"last, end, conclusion; (Expressions) (after -tara form or -ta form followed by ""ga"") no sooner than, right after (often having negative consequences), one's final moments"
"最高";"さいこう";"highest, supreme, the most"
"再三";"さいさん";"again and again, repeatedly"
"財産";"ざいさん";"property, fortune, assets"
"祭日";"さいじつ";"national holiday, festival day"
"最終";"さいしゅう";"last, final, closing"
"最初";"さいしょ";"beginning, outset, first, onset"
"さいちゅう";"さいちゅう";"in the middle of, height of, in course of, midst"
"最低";"さいてい";"least, lowest, worst, nasty, disgusting, horrible, yuck!"
"さいてん";"さいてん";"marking, grading, looking over"
"才能";"さいのう";"talent, ability"
"さいばん";"さいばん";"trial, judgement, judgment"
"さいふ";"さいふ";"purse, handbag, wallet"
"さいほう";"さいほう";"sewing"
"材料";"ざいりょう";"ingredients, material"
"サイレン";"サイレン";"siren"
"サイン";"サイン";"autograph, signature; (noun) sign; (noun) sine"
"坂";"さか";"slope, hill"
"境";"さかい";"border, boundary, mental state"
"逆様";"さかさま";"inversion, upside down"
"さかのぼる";"さかのぼる";"to go back, to go upstream, to make retroactive"
"さかり";"さかり";"peak (e.g. of cherry blossom season), height (e.g. of summer), prime (of one's life), one's best days, rutting, being in heat"
"さかん";"さかん";"popular, prosperous, enthusiastic, energetic, vigorous"
"先";"さき";"previous, prior, former, some time ago, preceding, point (e.g. pencil), tip, end, nozzle, head (of a line), front, ahead, the other side, the future, hereafter, destination, the other party"
"さきおととい";"さきおととい";"two days before yesterday, three days back (ago)"
"先程";"さきほど";"some time ago"
"作業";"さぎょう";"work, operation, manufacturing, fatigue duty"
"さく";"さく";"to bloom"
"さく";"さく";"to tear, to rip up, to cut up, to cleave, to cut open (esp. the abdomen), to forcibly separate (i.e. two lovers), to spare (time, money, etc.), to use part of something, to have a tattoo in the corner of one's eye"
"昨";"さく";"last (year), yesterday"
"作者";"さくしゃ";"author, authoress"
"作成";"さくせい";"framing, drawing up, making, producing, creating, creation, preparing, writing"
"さくせい";"さくせい";"manufacture"
"作品";"さくひん";"work (e.g. book, film, composition, etc.), opus, performance, production"
"作文";"さくぶん";"writing (an essay, prose, etc.), composition, formal writing with little real meaning"
"作物";"さくもつ";"literary work"
"さくら";"さくら";"cherry tree, cherry blossom, decoy, fake buyer, shill, hired applauder, horse meat"
"酒";"さけ";"alcohol, sake"
"さける";"さける";"to avoid (physical contact with); (transitive) to avoid (situation); (Ichidan) to ward off, to avert"
"下げる";"さげる";"to hang, to lower, to move back, to wear, to dismiss, to grant"
"支える";"ささえる";"to support, to prop, to sustain, to underlay, to hold up, to hold at bay, to stem, to check"
"ささやく";"ささやく";"to whisper, to murmur"
"さす";"さす";"to insert, to put in, to graft, to wear in belt"
"注す";"さす";"to pour (drink), to serve (drinks)"
"さす";"さす";"to shine"
"流石";"さすが";"as one would expect, still, all the same, even... (e.g. ""even a genius..."")"
"ざせき";"ざせき";"seat"
"札";"さつ";"note, paper money"
"~さつ";"~さつ";
"さつえい";"さつえい";"photographing"
"作家";"さっか";"author, writer, novelist, artist"
"さっき";"さっき";"some time ago"
"作曲";"さっきょく";"composition, setting (of music)"
"さっさと";"さっさと";"quickly"
"ざっし";"ざっし";"journal, magazine, periodical"
"ざっと";"ざっと";"roughly, in round numbers"
"さっぱり";"さっぱり";"feeling refreshed, feeling relieved, neat, trimmed, plain, simple, completely, entirely, not in the least (in sentence with negative verb), not at all; (noun) completely ignorant, not doing at all"
"さて";"さて";"well, now, then"
"さとう";"さとう";"sugar"
"さばく";"さばく";"desert"
"さびる";"さびる";"to rust, to become rusty"
"差別";"さべつ";"discrimination, distinction, differentiation"
"~様";"~さま";
"様々";"さまざま";"varied, various"
"冷ます";"さます";"to cool, to dampen, to let cool, to throw a damper on, to spoil"
"左右";"さゆう";"left and right, influence, control, domination"
"さようなら";"さようなら";"good-bye"
"再来月";"さらいげつ";"month after next"
"再来週";"さらいしゅう";"week after next"
"サラダ";"サラダ";"salad"
"サラリーマン";"サラリーマン";"office worker, company employee"
"さわぎ";"さわぎ";"uproar, disturbance"
"さわやか";"さわやか";"fresh, refreshing, invigorating, clear, fluent, eloquent"
"さわる";"さわる";"to touch, to feel"
"三";"さん";"three"
"~山";"~さん";
"~産";"~さん";
"参加";"さんか";"participation"
"産業";"さんぎょう";"industry"
"参考";"さんこう";"reference, consultation"
"賛成";"U?[い";"approval, agreement, support, favour, favor"
"さんせい";"さんせい";"acidity; (nouns) acidic"
"さんそ";"さんそ";"oxygen"
"サンダル";"サンダル";"sandal"
"産地";"さんち";"producing area"
"サンドイッチ";"サンドイッチ";"sandwich"
"残念";"ざんねん";"deplorable, bad luck, regret, disappointment"
"サンプル";"サンプル";"sample"
"四";"し";"four"
"市";"し";"market, fair"
"し";"し";"family name, lineage, birth"
"し";"し";"song, classical Japanese poetry (esp. tanka), modern poetry"
"~史";"~し";
"~紙";"~し";
"~時";"~じ";
"~寺";"~じ";
"試合";"しあい";"match, game, bout, contest"
"しあさって";"しあさって";"three days time (two days after tomorrow)"
"幸せ";"しあわせ";"happiness, good fortune, luck, blessing"
"シーズン";"シーズン";"season (sporting)"
"シーツ";"シーツ";"sheet"
"寺院";"じいん";"temple"
"しいんと";"（する）";
"ジーンズ";"ジーンズ";"jeans"
"じえい";"じえい";"self-defense, self-defence"
"ジェット機";"ジェットき";"jet aeroplane, jet airplane"
"塩";"しお";"salt"
"しかい";"しかい";"chairmanship, leading a meeting"
"しかく";"しかく";"square"
"しかし";"しかし";"however, but"
"仕方";"しかた";"way, method, means, resource, course"
"直に";"じかに";"directly, in person, headlong"
"しかも";"しかも";"moreover, furthermore, nevertheless, and yet"
"しかる";"しかる";"to scold"
"時間";"じかん";"time; (counter) hours"
"~時間";"~じかん";
"~時間目";"~じかんめ";
"式";"しき";"equation, formula, expression, ceremony, style, enforcement regulations (of the ritsuryo)"
"~しき";"（日本式）";
"直";"じき";"straight, ordinary, common, doing nothing"
"時期";"じき";"time, season, period; (adverb) soon, shortly"
"しきち";"しきち";"site, plot, lot, grounds"
"支給";"しきゅう";"provision, supply, payment, allowance, grant"
"しきゅう";"しきゅう";"urgent, pressing"
"しきりに";"しきりに";"frequently, repeatedly, often, incessantly, constantly, strongly, eagerly"
"しく";"しく";"to spread out, to lay out, to take a position, to impose widely (e.g. over a city)"
"しげき";"しげき";"stimulus, impetus, incentive, encouragement, motivation"
"試験";"しけん";"examination, test, study, trial, experiment"
"しげん";"しげん";"resources"
"事件";"じけん";"event, affair, incident, case, plot, trouble, scandal"
"じこ";"じこ";"accident, incident, trouble, circumstances, reasons"
"じこく";"じこく";"instant, time, moment"
"仕事";"しごと";"work, job, business, occupation, employment, vocation, task, work"
"自殺";"じさつ";"suicide"
"事実";"じじつ";"fact, truth, reality"
"支出";"ししゅつ";"expenditure, expenses"
"じしょ";"じしょ";"dictionary, lexicon, letter of resignation"
"事情";"じじょう";"circumstances, consideration, conditions, situation, reasons"
"しじん";"しじん";"poet"
"自身";"じしん";"by oneself, personally"
"じしん";"じしん";"earthquake"
"静か";"しずか";"quiet, peaceful"
"しせい";"しせい";"attitude, posture"
"自然";"しぜん";"nature, spontaneity; (adverb) naturally, spontaneously"
"思想";"しそう";"thought, idea, ideology"
"時速";"じそく";"speed (per hour)"
"した";"した";"tongue, tongue-like object, clapper (of a bell), talon (of a lock)"
"死体";"したい";"dead body, corpse, cadaver"
"じたい";"じたい";"situation, (present) state of affairs, circumstances"
"時代";"じだい";"period, epoch, era, age, the times, those days, oldness, ancientness, antiquity, antique, period piece"
"じたく";"じたく";"one's home"
"七";"しち";"seven"
"自治";"じち";"self-government, autonomy"
"質";"しつ";"quality"
"室~";"しつ~";
"~室";"~しつ";
"しっかり";"しっかり";"firmly, tightly, reliable, level-headed, steady"
"実感";"じっかん";"feelings (actual, true)"
